contract_id,client_id,start_date,end_date,value,type,auto_renew,status,assigned_manager
CON-00308,CLT-0309,2026-03-01,2027-03-01,82000,annual,0,active,EMP-009
CON-00309,CLT-0310,2026-04-01,2027-04-01,82250,monthly,1,expiring,EMP-010
CON-00310,CLT-0311,2026-05-01,2027-05-01,82500,quarterly,0,renewed,EMP-011
CON-00311,CLT-0312,2026-06-01,2027-06-01,82750,project,0,cancelled,EMP-012
CON-00312,CLT-0313,2026-07-01,2027-07-01,83000,annual,1,active,EMP-013
CON-00313,CLT-0314,2026-08-01,2027-08-01,83250,monthly,0,expiring,EMP-014
CON-00314,CLT-0315,2026-09-01,2027-09-01,83500,quarterly,0,renewed,EMP-015
CON-00315,CLT-0316,2026-01-01,2027-01-01,83750,project,1,cancelled,EMP-016
CON-00316,CLT-0317,2026-02-01,2027-02-01,84000,annual,0,active,EMP-017
CON-00317,CLT-0318,2026-03-01,2027-03-01,84250,monthly,0,expiring,EMP-018
CON-00318,CLT-0319,2026-04-01,2027-04-01,84500,quarterly,1,renewed,EMP-019
CON-00319,CLT-0320,2026-05-01,2027-05-01,84750,project,0,cancelled,EMP-020
CON-00320,CLT-0321,2026-06-01,2027-06-01,85000,annual,0,active,EMP-001
CON-00321,CLT-0322,2026-07-01,2027-07-01,85250,monthly,1,expiring,EMP-002
CON-00322,CLT-0323,2026-08-01,2027-08-01,85500,quarterly,0,renewed,EMP-003
CON-00323,CLT-0324,2026-09-01,2027-09-01,85750,project,0,cancelled,EMP-004
CON-00324,CLT-0325,2026-01-01,2027-01-01,86000,annual,1,active,EMP-005
CON-00325,CLT-0326,2026-02-01,2027-02-01,86250,monthly,0,expiring,EMP-006
CON-00326,CLT-0327,2026-03-01,2027-03-01,86500,quarterly,0,renewed,EMP-007
CON-00327,CLT-0328,2026-04-01,2027-04-01,86750,project,1,cancelled,EMP-008
CON-00328,CLT-0329,2026-05-01,2027-05-01,87000,annual,0,active,EMP-009
CON-00329,CLT-0330,2026-06-01,2027-06-01,87250,monthly,0,expiring,EMP-010
CON-00330,CLT-0331,2026-07-01,2027-07-01,87500,quarterly,1,renewed,EMP-011
CON-00331,CLT-0332,2026-08-01,2027-08-01,87750,project,0,cancelled,EMP-012
CON-00332,CLT-0333,2026-09-01,2027-09-01,88000,annual,0,active,EMP-013
CON-00333,CLT-0334,2026-01-01,2027-01-01,88250,monthly,1,expiring,EMP-014
CON-00334,CLT-0335,2026-02-01,2027-02-01,88500,quarterly,0,renewed,EMP-015
CON-00335,CLT-0336,2026-03-01,2027-03-01,88750,project,0,cancelled,EMP-016
CON-00336,CLT-0337,2026-04-01,2027-04-01,89000,annual,1,active,EMP-017
CON-00337,CLT-0338,2026-05-01,2027-05-01,89250,monthly,0,expiring,EMP-018
CON-00338,CLT-0339,2026-06-01,2027-06-01,89500,quarterly,0,renewed,EMP-019
CON-00339,CLT-0340,2026-07-01,2027-07-01,89750,project,1,cancelled,EMP-020
CON-00340,CLT-0341,2026-08-01,2027-08-01,90000,annual,0,active,EMP-001
CON-00341,CLT-0342,2026-09-01,2027-09-01,90250,monthly,0,expiring,EMP-002
CON-00342,CLT-0343,2026-01-01,2027-01-01,90500,quarterly,1,renewed,EMP-003
CON-00343,CLT-0344,2026-02-01,2027-02-01,90750,project,0,cancelled,EMP-004
CON-00344,CLT-0345,2026-03-01,2027-03-01,91000,annual,0,active,EMP-005
CON-00345,CLT-0346,2026-04-01,2027-04-01,91250,monthly,1,expiring,EMP-006
CON-00346,CLT-0347,2026-05-01,2027-05-01,91500,quarterly,0,renewed,EMP-007
CON-00347,CLT-0348,2026-06-01,2027-06-01,91750,project,0,cancelled,EMP-008
CON-00348,CLT-0349,2026-07-01,2027-07-01,92000,annual,1,active,EMP-009
CON-00349,CLT-0350,2026-08-01,2027-08-01,92250,monthly,0,expiring,EMP-010
CON-00350,CLT-0351,2026-09-01,2027-09-01,92500,quarterly,0,renewed,EMP-011
CON-00351,CLT-0352,2026-01-01,2027-01-01,92750,project,1,cancelled,EMP-012
CON-00352,CLT-0353,2026-02-01,2027-02-01,93000,annual,0,active,EMP-013
CON-00353,CLT-0354,2026-03-01,2027-03-01,93250,monthly,0,expiring,EMP-014
CON-00354,CLT-0355,2026-04-01,2027-04-01,93500,quarterly,1,renewed,EMP-015
CON-00355,CLT-0356,2026-05-01,2027-05-01,93750,project,0,cancelled,EMP-016
CON-00356,CLT-0357,2026-06-01,2027-06-01,94000,annual,0,active,EMP-017
CON-00357,CLT-0358,2026-07-01,2027-07-01,94250,monthly,1,expiring,EMP-018
CON-00358,CLT-0359,2026-08-01,2027-08-01,94500,quarterly,0,renewed,EMP-019
CON-00359,CLT-0360,2026-09-01,2027-09-01,94750,project,0,cancelled,EMP-020
CON-00360,CLT-0361,2026-01-01,2027-01-01,95000,annual,1,active,EMP-001
CON-00361,CLT-0362,2026-02-01,2027-02-01,95250,monthly,0,expiring,EMP-002
CON-00362,CLT-0363,2026-03-01,2027-03-01,95500,quarterly,0,renewed,EMP-003
CON-00363,CLT-0364,2026-04-01,2027-04-01,95750,project,1,cancelled,EMP-004
CON-00364,CLT-0365,2026-05-01,2027-05-01,96000,annual,0,active,EMP-005
CON-00365,CLT-0366,2026-06-01,2027-06-01,96250,monthly,0,expiring,EMP-006
CON-00366,CLT-0367,2026-07-01,2027-07-01,96500,quarterly,1,renewed,EMP-007
CON-00367,CLT-0368,2026-08-01,2027-08-01,96750,project,0,cancelled,EMP-008
CON-00368,CLT-0369,2026-09-01,2027-09-01,97000,annual,0,active,EMP-009
CON-00369,CLT-0370,2026-01-01,2027-01-01,97250,monthly,1,expiring,EMP-010
CON-00370,CLT-0371,2026-02-01,2027-02-01,97500,quarterly,0,renewed,EMP-011
CON-00371,CLT-0372,2026-03-01,2027-03-01,97750,project,0,cancelled,EMP-012
CON-00372,CLT-0373,2026-04-01,2027-04-01,98000,annual,1,active,EMP-013
CON-00373,CLT-0374,2026-05-01,2027-05-01,98250,monthly,0,expiring,EMP-014
CON-00374,CLT-0375,2026-06-01,2027-06-01,98500,quarterly,0,renewed,EMP-015
CON-00375,CLT-0376,2026-07-01,2027-07-01,98750,project,1,cancelled,EMP-016
CON-00376,CLT-0377,2026-08-01,2027-08-01,99000,annual,0,active,EMP-017
CON-00377,CLT-0378,2026-09-01,2027-09-01,99250,monthly,0,expiring,EMP-018
CON-00378,CLT-0379,2026-01-01,2027-01-01,99500,quarterly,1,renewed,EMP-019
CON-00379,CLT-0380,2026-02-01,2027-02-01,99750,project,0,cancelled,EMP-020
CON-00380,CLT-0381,2026-03-01,2027-03-01,100000,annual,0,active,EMP-001
CON-00381,CLT-0382,2026-04-01,2027-04-01,100250,monthly,1,expiring,EMP-002
CON-00382,CLT-0383,2026-05-01,2027-05-01,100500,quarterly,0,renewed,EMP-003
CON-00383,CLT-0384,2026-06-01,2027-06-01,100750,project,0,cancelled,EMP-004
CON-00384,CLT-0385,2026-07-01,2027-07-01,101000,annual,1,active,EMP-005
CON-00385,CLT-0386,2026-08-01,2027-08-01,101250,monthly,0,expiring,EMP-006
CON-00386,CLT-0387,2026-09-01,2027-09-01,101500,quarterly,0,renewed,EMP-007
CON-00387,CLT-0388,2026-01-01,2027-01-01,101750,project,1,cancelled,EMP-008
CON-00388,CLT-0389,2026-02-01,2027-02-01,102000,annual,0,active,EMP-009
CON-00389,CLT-0390,2026-03-01,2027-03-01,102250,monthly,0,expiring,EMP-010
CON-00390,CLT-0391,2026-04-01,2027-04-01,102500,quarterly,1,renewed,EMP-011
CON-00391,CLT-0392,2026-05-01,2027-05-01,102750,project,0,cancelled,EMP-012
CON-00392,CLT-0393,2026-06-01,2027-06-01,103000,annual,0,active,EMP-013
CON-00393,CLT-0394,2026-07-01,2027-07-01,103250,monthly,1,expiring,EMP-014
CON-00394,CLT-0395,2026-08-01,2027-08-01,103500,quarterly,0,renewed,EMP-015
CON-00395,CLT-0396,2026-09-01,2027-09-01,103750,project,0,cancelled,EMP-016
CON-00396,CLT-0397,2026-01-01,2027-01-01,104000,annual,1,active,EMP-017
CON-00397,CLT-0398,2026-02-01,2027-02-01,104250,monthly,0,expiring,EMP-018
CON-00398,CLT-0399,2026-03-01,2027-03-01,104500,quarterly,0,renewed,EMP-019
CON-00399,CLT-0400,2026-04-01,2027-04-01,104750,project,1,cancelled,EMP-020
CON-00400,CLT-0401,2026-05-01,2027-05-01,105000,annual,0,active,EMP-001
CON-00401,CLT-0402,2026-06-01,2027-06-01,105250,monthly,0,expiring,EMP-002
CON-00402,CLT-0403,2026-07-01,2027-07-01,105500,quarterly,1,renewed,EMP-003
CON-00403,CLT-0404,2026-08-01,2027-08-01,105750,project,0,cancelled,EMP-004
CON-00404,CLT-0405,2026-09-01,2027-09-01,106000,annual,0,active,EMP-005
CON-00405,CLT-0406,2026-01-01,2027-01-01,106250,monthly,1,expiring,EMP-006
CON-00406,CLT-0407,2026-02-01,2027-02-01,106500,quarterly,0,renewed,EMP-007
CON-00407,CLT-0408,2026-03-01,2027-03-01,106750,project,0,cancelled,EMP-008
CON-00408,CLT-0409,2026-04-01,2027-04-01,107000,annual,1,active,EMP-009
CON-00409,CLT-0410,2026-05-01,2027-05-01,107250,monthly,0,expiring,EMP-010
CON-00410,CLT-0411,2026-06-01,2027-06-01,107500,quarterly,0,renewed,EMP-011
CON-00411,CLT-0412,2026-07-01,2027-07-01,107750,project,1,cancelled,EMP-012
CON-00412,CLT-0413,2026-08-01,2027-08-01,108000,annual,0,active,EMP-013
CON-00413,CLT-0414,2026-09-01,2027-09-01,108250,monthly,0,expiring,EMP-014
CON-00414,CLT-0415,2026-01-01,2027-01-01,108500,quarterly,1,renewed,EMP-015
CON-00415,CLT-0416,2026-02-01,2027-02-01,108750,project,0,cancelled,EMP-016
CON-00416,CLT-0417,2026-03-01,2027-03-01,109000,annual,0,active,EMP-017
CON-00417,CLT-0418,2026-04-01,2027-04-01,109250,monthly,1,expiring,EMP-018
CON-00418,CLT-0419,2026-05-01,2027-05-01,109500,quarterly,0,renewed,EMP-019
CON-00419,CLT-0420,2026-06-01,2027-06-01,109750,project,0,cancelled,EMP-020
CON-00420,CLT-0421,2026-07-01,2027-07-01,110000,annual,1,active,EMP-001
CON-00421,CLT-0422,2026-08-01,2027-08-01,110250,monthly,0,expiring,EMP-002
CON-00422,CLT-0423,2026-09-01,2027-09-01,110500,quarterly,0,renewed,EMP-003
CON-00423,CLT-0424,2026-01-01,2027-01-01,110750,project,1,cancelled,EMP-004
CON-00424,CLT-0425,2026-02-01,2027-02-01,111000,annual,0,active,EMP-005
CON-00425,CLT-0426,2026-03-01,2027-03-01,111250,monthly,0,expiring,EMP-006
CON-00426,CLT-0427,2026-04-01,2027-04-01,111500,quarterly,1,renewed,EMP-007
CON-00427,CLT-0428,2026-05-01,2027-05-01,111750,project,0,cancelled,EMP-008
CON-00428,CLT-0429,2026-06-01,2027-06-01,112000,annual,0,active,EMP-009
CON-00429,CLT-0430,2026-07-01,2027-07-01,112250,monthly,1,expiring,EMP-010
CON-00430,CLT-0431,2026-08-01,2027-08-01,112500,quarterly,0,renewed,EMP-011
CON-00431,CLT-0432,2026-09-01,2027-09-01,112750,project,0,cancelled,EMP-012
CON-00432,CLT-0433,2026-01-01,2027-01-01,113000,annual,1,active,EMP-013
CON-00433,CLT-0434,2026-02-01,2027-02-01,113250,monthly,0,expiring,EMP-014
CON-00434,CLT-0435,2026-03-01,2027-03-01,113500,quarterly,0,renewed,EMP-015
CON-00435,CLT-0436,2026-04-01,2027-04-01,113750,project,1,cancelled,EMP-016
CON-00436,CLT-0437,2026-05-01,2027-05-01,114000,annual,0,active,EMP-017
CON-00437,CLT-0438,2026-06-01,2027-06-01,114250,monthly,0,expiring,EMP-018
CON-00438,CLT-0439,2026-07-01,2027-07-01,114500,quarterly,1,renewed,EMP-019
CON-00439,CLT-0440,2026-08-01,2027-08-01,114750,project,0,cancelled,EMP-020
CON-00440,CLT-0441,2026-09-01,2027-09-01,115000,annual,0,active,EMP-001
CON-00441,CLT-0442,2026-01-01,2027-01-01,115250,monthly,1,expiring,EMP-002
CON-00442,CLT-0443,2026-02-01,2027-02-01,115500,quarterly,0,renewed,EMP-003
CON-00443,CLT-0444,2026-03-01,2027-03-01,115750,project,0,cancelled,EMP-004
CON-00444,CLT-0445,2026-04-01,2027-04-01,116000,annual,1,active,EMP-005
CON-00445,CLT-0446,2026-05-01,2027-05-01,116250,monthly,0,expiring,EMP-006
CON-00446,CLT-0447,2026-06-01,2027-06-01,116500,quarterly,0,renewed,EMP-007
CON-00447,CLT-0448,2026-07-01,2027-07-01,116750,project,1,cancelled,EMP-008
CON-00448,CLT-0449,2026-08-01,2027-08-01,117000,annual,0,active,EMP-009
CON-00449,CLT-0450,2026-09-01,2027-09-01,117250,monthly,0,expiring,EMP-010
CON-00450,CLT-0451,2026-01-01,2027-01-01,117500,quarterly,1,renewed,EMP-011
CON-00451,CLT-0452,2026-02-01,2027-02-01,117750,project,0,cancelled,EMP-012
CON-00452,CLT-0453,2026-03-01,2027-03-01,118000,annual,0,active,EMP-013
CON-00453,CLT-0454,2026-04-01,2027-04-01,118250,monthly,1,expiring,EMP-014
CON-00454,CLT-0455,2026-05-01,2027-05-01,118500,quarterly,0,renewed,EMP-015
CON-00455,CLT-0456,2026-06-01,2027-06-01,118750,project,0,cancelled,EMP-016
CON-00456,CLT-0457,2026-07-01,2027-07-01,119000,annual,1,active,EMP-017
CON-00457,CLT-0458,2026-08-01,2027-08-01,119250,monthly,0,expiring,EMP-018
CON-00458,CLT-0459,2026-09-01,2027-09-01,119500,quarterly,0,renewed,EMP-019
CON-00459,CLT-0460,2026-01-01,2027-01-01,119750,project,1,cancelled,EMP-020
CON-00460,CLT-0461,2026-02-01,2027-02-01,120000,annual,0,active,EMP-001
CON-00461,CLT-0462,2026-03-01,2027-03-01,120250,monthly,0,expiring,EMP-002
CON-00462,CLT-0463,2026-04-01,2027-04-01,120500,quarterly,1,renewed,EMP-003
CON-00463,CLT-0464,2026-05-01,2027-05-01,120750,project,0,cancelled,EMP-004
CON-00464,CLT-0465,2026-06-01,2027-06-01,121000,annual,0,active,EMP-005
CON-00465,CLT-0466,2026-07-01,2027-07-01,121250,monthly,1,expiring,EMP-006
CON-00466,CLT-0467,2026-08-01,2027-08-01,121500,quarterly,0,renewed,EMP-007
CON-00467,CLT-0468,2026-09-01,2027-09-01,121750,project,0,cancelled,EMP-008
CON-00468,CLT-0469,2026-01-01,2027-01-01,122000,annual,1,active,EMP-009
CON-00469,CLT-0470,2026-02-01,2027-02-01,122250,monthly,0,expiring,EMP-010
CON-00470,CLT-0471,2026-03-01,2027-03-01,122500,quarterly,0,renewed,EMP-011
CON-00471,CLT-0472,2026-04-01,2027-04-01,122750,project,1,cancelled,EMP-012
CON-00472,CLT-0473,2026-05-01,2027-05-01,123000,annual,0,active,EMP-013
CON-00473,CLT-0474,2026-06-01,2027-06-01,123250,monthly,0,expiring,EMP-014
CON-00474,CLT-0475,2026-07-01,2027-07-01,123500,quarterly,1,renewed,EMP-015
CON-00475,CLT-0476,2026-08-01,2027-08-01,123750,project,0,cancelled,EMP-016
CON-00476,CLT-0477,2026-09-01,2027-09-01,124000,annual,0,active,EMP-017
CON-00477,CLT-0478,2026-01-01,2027-01-01,124250,monthly,1,expiring,EMP-018
CON-00478,CLT-0479,2026-02-01,2027-02-01,124500,quarterly,0,renewed,EMP-019
CON-00479,CLT-0480,2026-03-01,2027-03-01,124750,project,0,cancelled,EMP-020
CON-00480,CLT-0481,2026-04-01,2027-04-01,125000,annual,1,active,EMP-001
CON-00481,CLT-0482,2026-05-01,2027-05-01,125250,monthly,0,expiring,EMP-002
CON-00482,CLT-0483,2026-06-01,2027-06-01,125500,quarterly,0,renewed,EMP-003
CON-00483,CLT-0484,2026-07-01,2027-07-01,125750,project,1,cancelled,EMP-004
CON-00484,CLT-0485,2026-08-01,2027-08-01,126000,annual,0,active,EMP-005
CON-00485,CLT-0486,2026-09-01,2027-09-01,126250,monthly,0,expiring,EMP-006
CON-00486,CLT-0487,2026-01-01,2027-01-01,126500,quarterly,1,renewed,EMP-007
CON-00487,CLT-0488,2026-02-01,2027-02-01,126750,project,0,cancelled,EMP-008
CON-00488,CLT-0489,2026-03-01,2027-03-01,127000,annual,0,active,EMP-009
CON-00489,CLT-0490,2026-04-01,2027-04-01,127250,monthly,1,expiring,EMP-010
CON-00490,CLT-0491,2026-05-01,2027-05-01,127500,quarterly,0,renewed,EMP-011
CON-00491,CLT-0492,2026-06-01,2027-06-01,127750,project,0,cancelled,EMP-012
CON-00492,CLT-0493,2026-07-01,2027-07-01,128000,annual,1,active,EMP-013
CON-00493,CLT-0494,2026-08-01,2027-08-01,128250,monthly,0,expiring,EMP-014
CON-00494,CLT-0495,2026-09-01,2027-09-01,128500,quarterly,0,renewed,EMP-015
CON-00495,CLT-0496,2026-01-01,2027-01-01,128750,project,1,cancelled,EMP-016
CON-00496,CLT-0497,2026-02-01,2027-02-01,129000,annual,0,active,EMP-017
CON-00497,CLT-0498,2026-03-01,2027-03-01,129250,monthly,0,expiring,EMP-018
CON-00498,CLT-0499,2026-04-01,2027-04-01,129500,quarterly,1,renewed,EMP-019
CON-00499,CLT-0500,2026-05-01,2027-05-01,129750,project,0,cancelled,EMP-020
CON-00500,CLT-0001,2026-06-01,2027-06-01,130000,annual,0,active,EMP-001
